r,g,b,a
0.0980392156863,0.0941176470588,1.0,1.0
0.0980392156863,0.0941176470588,1.0,1.0
0.0980392156863,0.0941176470588,1.0,1.0
0.0980392156863,0.0941176470588,1.0,1.0
0.564705882353,0.0980392156863,1.0,1.0
0.564705882353,0.0980392156863,1.0,1.0
0.564705882353,0.0980392156863,1.0,1.0
0.564705882353,0.0980392156863,1.0,1.0
0.564705882353,0.0980392156863,1.0,1.0
0.949019607843,0.141176470588,1.0,1.0
0.949019607843,0.141176470588,1.0,1.0
0.949019607843,0.141176470588,1.0,1.0
0.949019607843,0.141176470588,1.0,1.0
0.949019607843,0.141176470588,1.0,1.0
1.0,0.160784313725,0.733333333333,1.0
1.0,0.160784313725,0.733333333333,1.0
1.0,0.160784313725,0.733333333333,1.0
1.0,0.160784313725,0.733333333333,1.0
1.0,0.160784313725,0.733333333333,1.0
1.0,0.0862745098039,0.23137254902,1.0
1.0,0.0862745098039,0.23137254902,1.0
1.0,0.0862745098039,0.23137254902,1.0
1.0,0.0862745098039,0.23137254902,1.0
1.0,0.0862745098039,0.23137254902,1.0
1.0,0.349019607843,0.0901960784314,1.0
1.0,0.349019607843,0.0901960784314,1.0
1.0,0.349019607843,0.0901960784314,1.0
1.0,0.349019607843,0.0901960784314,1.0
1.0,0.349019607843,0.0901960784314,1.0
1.0,0.643137254902,0.0823529411765,1.0
1.0,0.643137254902,0.0823529411765,1.0
1.0,0.643137254902,0.0823529411765,1.0
1.0,0.643137254902,0.0823529411765,1.0
1.0,0.643137254902,0.0823529411765,1.0
1.0,0.964705882353,0.0549019607843,1.0
1.0,0.964705882353,0.0549019607843,1.0
1.0,0.964705882353,0.0549019607843,1.0
1.0,0.964705882353,0.0549019607843,1.0
1.0,0.964705882353,0.0549019607843,1.0
0.549019607843,1.0,0.0627450980392,1.0
0.549019607843,1.0,0.0627450980392,1.0
0.549019607843,1.0,0.0627450980392,1.0
0.549019607843,1.0,0.0627450980392,1.0
0.549019607843,1.0,0.0627450980392,1.0
0.152941176471,1.0,0.854901960784,1.0
0.152941176471,1.0,0.854901960784,1.0
0.152941176471,1.0,0.854901960784,1.0
0.152941176471,1.0,0.854901960784,1.0
0.152941176471,1.0,0.854901960784,1.0
0.356862745098,0.482352941176,0.698039215686,1.0
0.356862745098,0.482352941176,0.698039215686,1.0
0.356862745098,0.482352941176,0.698039215686,1.0
0.356862745098,0.482352941176,0.698039215686,1.0
0.356862745098,0.482352941176,0.698039215686,1.0
0.545098039216,0.36862745098,0.698039215686,1.0
0.545098039216,0.36862745098,0.698039215686,1.0
0.545098039216,0.36862745098,0.698039215686,1.0
0.545098039216,0.36862745098,0.698039215686,1.0
0.545098039216,0.36862745098,0.698039215686,1.0
0.698039215686,0.38431372549,0.58431372549,1.0
0.698039215686,0.38431372549,0.58431372549,1.0
0.698039215686,0.38431372549,0.58431372549,1.0
0.698039215686,0.38431372549,0.58431372549,1.0
0.698039215686,0.38431372549,0.58431372549,1.0
0.698039215686,0.345098039216,0.356862745098,1.0
0.698039215686,0.345098039216,0.356862745098,1.0
0.698039215686,0.345098039216,0.356862745098,1.0
0.698039215686,0.345098039216,0.356862745098,1.0
0.698039215686,0.345098039216,0.356862745098,1.0
0.698039215686,0.549019607843,0.321568627451,1.0
0.698039215686,0.549019607843,0.321568627451,1.0
0.698039215686,0.549019607843,0.321568627451,1.0
0.698039215686,0.549019607843,0.321568627451,1.0
0.698039215686,0.549019607843,0.321568627451,1.0
0.58431372549,0.698039215686,0.376470588235,1.0
0.58431372549,0.698039215686,0.376470588235,1.0
0.58431372549,0.698039215686,0.376470588235,1.0
0.58431372549,0.698039215686,0.376470588235,1.0
0.58431372549,0.698039215686,0.376470588235,1.0
0.301960784314,0.698039215686,0.674509803922,1.0
0.301960784314,0.698039215686,0.674509803922,1.0
0.301960784314,0.698039215686,0.674509803922,1.0
0.301960784314,0.698039215686,0.674509803922,1.0
0.301960784314,0.698039215686,0.674509803922,1.0
0.78431372549,0.839215686275,1.0,1.0
0.78431372549,0.839215686275,1.0,1.0
0.78431372549,0.839215686275,1.0,1.0
0.78431372549,0.839215686275,1.0,1.0
0.78431372549,0.839215686275,1.0,1.0
0.862745098039,0.698039215686,1.0,1.0
0.862745098039,0.698039215686,1.0,1.0
0.862745098039,0.698039215686,1.0,1.0
0.862745098039,0.698039215686,1.0,1.0
0.862745098039,0.698039215686,1.0,1.0
1.0,0.666666666667,0.870588235294,1.0
1.0,0.666666666667,0.870588235294,1.0
1.0,0.666666666667,0.870588235294,1.0
1.0,0.666666666667,0.870588235294,1.0
1.0,0.666666666667,0.870588235294,1.0
1.0,0.63137254902,0.63137254902,1.0
1.0,0.63137254902,0.63137254902,1.0
1.0,0.63137254902,0.63137254902,1.0
1.0,0.63137254902,0.63137254902,1.0
1.0,0.63137254902,0.63137254902,1.0
1.0,0.811764705882,0.576470588235,1.0
1.0,0.811764705882,0.576470588235,1.0
1.0,0.811764705882,0.576470588235,1.0
1.0,0.811764705882,0.576470588235,1.0
1.0,0.811764705882,0.576470588235,1.0
0.964705882353,1.0,0.572549019608,1.0
0.964705882353,1.0,0.572549019608,1.0
0.964705882353,1.0,0.572549019608,1.0
0.964705882353,1.0,0.572549019608,1.0
0.964705882353,1.0,0.572549019608,1.0
0.592156862745,1.0,0.623529411765,1.0
0.592156862745,1.0,0.623529411765,1.0
0.592156862745,1.0,0.623529411765,1.0
0.592156862745,1.0,0.623529411765,1.0
0.592156862745,1.0,0.623529411765,1.0
0.427450980392,0.949019607843,1.0,1.0
0.427450980392,0.949019607843,1.0,1.0
0.427450980392,0.949019607843,1.0,1.0
0.427450980392,0.949019607843,1.0,1.0
0.427450980392,0.949019607843,1.0,1.0
0.364705882353,0.403921568627,0.537254901961,1.0
0.364705882353,0.403921568627,0.537254901961,1.0
0.364705882353,0.403921568627,0.537254901961,1.0
0.364705882353,0.403921568627,0.537254901961,1.0
0.364705882353,0.403921568627,0.537254901961,1.0
0.478431372549,0.313725490196,0.537254901961,1.0
0.478431372549,0.313725490196,0.537254901961,1.0
0.478431372549,0.313725490196,0.537254901961,1.0
0.478431372549,0.313725490196,0.537254901961,1.0
0.478431372549,0.313725490196,0.537254901961,1.0
0.537254901961,0.309803921569,0.419607843137,1.0
0.537254901961,0.309803921569,0.419607843137,1.0
0.537254901961,0.309803921569,0.419607843137,1.0
0.537254901961,0.309803921569,0.419607843137,1.0
0.537254901961,0.309803921569,0.419607843137,1.0
0.537254901961,0.396078431373,0.325490196078,1.0
0.537254901961,0.396078431373,0.325490196078,1.0
0.537254901961,0.396078431373,0.325490196078,1.0
0.537254901961,0.396078431373,0.325490196078,1.0
0.537254901961,0.396078431373,0.325490196078,1.0
0.427450980392,0.537254901961,0.329411764706,1.0
0.427450980392,0.537254901961,0.329411764706,1.0
0.427450980392,0.537254901961,0.329411764706,1.0
0.427450980392,0.537254901961,0.329411764706,1.0
0.427450980392,0.537254901961,0.329411764706,1.0
1.0,1.0,1.0,1.0
